date,monthly_return
1995-02-01,0.004685671867687535
1995-03-01,0.004654003787317951
1995-04-01,0.004590634665871063
1995-05-01,0.004606481068812007
1995-06-01,0.004447893167344841
1995-07-01,0.004408203120921161
1995-08-01,0.0043923222705009035
1995-09-01,0.004296979118938893
1995-10-01,0.004296979118938893
1995-11-01,0.004360552280962882
1995-12-01,0.004185619455328249
1996-01-01,0.0040741237836483535
1996-02-01,0.0039385528336748354
1996-03-01,0.004042242847743793
1996-04-01,0.004034270873583212
1996-05-01,0.004090060076936908
1996-06-01,0.004145815203788983
1996-07-01,0.004193578223375516
1996-08-01,0.004113959301397019
1996-09-01,0.004145815203788983
1996-10-01,0.004066154593528548
1996-11-01,0.004098027180359898
1996-12-01,0.004002376012389508
1997-01-01,0.004098027180359898
1997-02-01,0.004082092278075322
1997-03-01,0.004185619455328249
1997-04-01,0.004201536297631092
1997-05-01,0.004113959301397019
1997-06-01,0.004018324836151166
1997-07-01,0.004113959301397019
1997-08-01,0.004185619455328249
1997-09-01,0.004034270873583212
1997-10-01,0.0040502141257032775
1997-11-01,0.004185619455328249
1997-12-01,0.004201536297631092
1998-01-01,0.004105993588470858
1998-02-01,0.004145815203788983
1998-03-01,0.004098027180359898
1998-04-01,0.004034270873583212
1998-05-01,0.0040741237836483535
1998-06-01,0.004058184707589341
1998-07-01,0.004042242847743793
1998-08-01,0.003994400555316968
1998-09-01,0.0037628086026935126
1998-10-01,0.0032415779026344627
1998-11-01,0.003602746873047291
1998-12-01,0.003586725245666944
1999-01-01,0.0035466588636137164
1999-02-01,0.0036267740400885984
1999-03-01,0.0036267740400885984
1999-04-01,0.0035065748777713956
1999-05-01,0.0036748094004368514
1999-06-01,0.0037308187111868563
1999-07-01,0.0037148195588312394
1999-08-01,0.003850723023570035
1999-09-01,0.0038187639418887365
1999-10-01,0.003962491756110298
1999-11-01,0.004129888642202095
1999-12-01,0.0042333616592649115
2000-01-01,0.0043287712331259165
2000-02-01,0.004511361380472367
2000-03-01,0.004622324722702187
2000-04-01,0.004598558211035053
2000-05-01,0.004701501791267937
2000-06-01,0.004622324722702187
2000-07-01,0.0048359454901756305
2000-08-01,0.004938622031196882
2000-09-01,0.004867550565343048
2000-10-01,0.004954408184481007
2000-11-01,0.005001750284811202
2000-12-01,0.004685671867687535
2001-01-01,0.004193578223375516
2001-02-01,0.0039784475501516425
2001-03-01,0.0036107566318024364
2001-04-01,0.0031691721789193217
2001-05-01,0.0029677430057029053
2001-06-01,0.0028628237165644332
2001-07-01,0.0028789730064431307
2001-08-01,0.002757783545331849
2001-09-01,0.002173820522552772
2001-10-01,0.001782422107218018
2001-11-01,0.001545134543319504
2001-12-01,0.0013975409693907093
2002-01-01,0.001364709877352599
2002-02-01,0.001422156520640705
2002-03-01,0.0014795669370546438
2002-04-01,0.001413952076400271
2002-05-01,0.0014303602255574255
2002-06-01,0.0014057468926966799
2002-07-01,0.0013893343063426933
2002-08-01,0.0013400787856630014
2002-09-01,0.0013482898900922802
2002-10-01,0.0013072269593599195
2002-11-01,0.0010192665680117674
2002-12-01,0.000986298719130696
2003-01-01,0.0009698103146740245
2003-02-01,0.0009698103146740245
2003-03-01,0.0009368245400691588
2003-04-01,0.0009368245400691588
2003-05-01,0.0008873234469353175
2003-06-01,0.0007634527638813449
2003-07-01,0.0007469239231387981
2003-08-01,0.000788240395869666
2003-09-01,0.0007799786022335553
2003-10-01,0.0007634527638813449
2003-11-01,0.0007717160582849658
2003-12-01,0.0007469239231387981
2004-01-01,0.0007303920788652718
2004-02-01,0.0007717160582849658
2004-03-01,0.0007799786022335553
2004-04-01,0.0007799786022335553
2004-05-01,0.0008460519545316902
2004-06-01,0.0010522224777222977
2004-07-01,0.00110163397610763
2004-08-01,0.001225045484541054
2004-09-01,0.001364709877352599
2004-10-01,0.0014549669057570824
2004-11-01,0.0017088472872288651
2004-12-01,0.0018069338440696026
2005-01-01,0.001921234803683225
2005-02-01,0.0020924177544194844
2005-03-01,0.002255150623197144
2005-04-01,0.002287662346924124
2005-05-01,0.002336408191857542
2005-06-01,0.002441934817957403
2005-07-01,0.0026445278387947635
2005-08-01,0.002822437972181291
2005-09-01,0.002806278663769479
2005-10-01,0.0030403087768253734
2005-11-01,0.0031772200986699417
2005-12-01,0.003185267308280393
2006-01-01,0.0034664732719604796
2006-02-01,0.0036187656874400176
2006-03-01,0.0036828128357737633
2006-04-01,0.00375481218114615
2006-05-01,0.003850723023570035
2006-06-01,0.003906624499840028
2006-07-01,0.004034270873583212
2006-08-01,0.004042242847743793
2006-09-01,0.003922590062980902
2006-10-01,0.004010350772625237
2006-11-01,0.004026298203094747
2006-12-01,0.003954512812942346
2007-01-01,0.004058184707589341
2007-02-01,0.004098027180359898
2007-03-01,0.004026298203094747
2007-04-01,0.003970470001804172
2007-05-01,0.0038587110455146068
2007-06-01,0.0037628086026935126
2007-07-01,0.003930571797319926
2007-08-01,0.003434379290046863
2007-09-01,0.003185267308280393
2007-10-01,0.0031933138078821255
2007-11-01,0.0026849924609559928
2007-12-01,0.0024662697723036864
2008-01-01,0.0022632796417700884
2008-02-01,0.0017497295255153311
2008-03-01,0.0010439846190974933
2008-04-01,0.0010686959582126843
2008-05-01,0.0014303602255574255
2008-06-01,0.0015369411743291206
2008-07-01,0.0013482898900922802
2008-08-01,0.001422156520640705
2008-09-01,0.0009368245400691588
2008-10-01,0.0005566260882747809
2008-11-01,0.00015819561853080977
2008-12-01,2.4996563158685703e-05
2009-01-01,0.00010826883828274347
2009-02-01,0.00024965690741618474
2009-03-01,0.00017483178814159395
2009-04-01,0.0001332356553898073
2009-05-01,0.00014987639212593606
2009-06-01,0.00014987639212593606
2009-07-01,0.00014987639212593606
2009-08-01,0.00014155640446089635
2009-09-01,9.994504212973432e-05
2009-10-01,5.831462642125196e-05
2009-11-01,4.165712110459907e-05
2009-12-01,4.165712110459907e-05
2010-01-01,4.99862552685304e-05
2010-02-01,9.162048384192545e-05
2010-03-01,0.00012491414476678564
2010-04-01,0.0001332356553898073
2010-05-01,0.0001332356553898073
2010-06-01,9.994504212973432e-05
2010-07-01,0.0001332356553898073
2010-08-01,0.0001332356553898073
2010-09-01,0.00012491414476678564
2010-10-01,0.00010826883828274347
2010-11-01,0.00011659187244639213
2010-12-01,0.00011659187244639213
2011-01-01,0.00012491414476678564
2011-02-01,0.00010826883828274347
2011-03-01,8.329516327321151e-05
2011-04-01,4.99862552685304e-05
2011-05-01,3.3327223783574667e-05
2011-06-01,3.3327223783574667e-05
2011-07-01,3.3327223783574667e-05
2011-08-01,1.6665139084048874e-05
2011-09-01,8.332951413336787e-06
2011-10-01,1.6665139084048874e-05
2011-11-01,8.332951413336787e-06
2011-12-01,8.332951413336787e-06
2012-01-01,2.4996563158685703e-05
2012-02-01,7.496908027748717e-05
2012-03-01,6.66422347088691e-05
2012-04-01,6.66422347088691e-05
2012-05-01,7.496908027748717e-05
2012-06-01,7.496908027748717e-05
2012-07-01,8.329516327321151e-05
2012-08-01,8.329516327321151e-05
2012-09-01,9.162048384192545e-05
2012-10-01,8.329516327321151e-05
2012-11-01,7.496908027748717e-05
2012-12-01,5.831462642125196e-05
2013-01-01,5.831462642125196e-05
2013-02-01,8.329516327321151e-05
2013-03-01,7.496908027748717e-05
2013-04-01,4.99862552685304e-05
2013-05-01,3.3327223783574667e-05
2013-06-01,4.165712110459907e-05
2013-07-01,3.3327223783574667e-05
2013-08-01,3.3327223783574667e-05
2013-09-01,1.6665139084048874e-05
2013-10-01,4.165712110459907e-05
2013-11-01,5.831462642125196e-05
2013-12-01,5.831462642125196e-05
2014-01-01,3.3327223783574667e-05
2014-02-01,4.165712110459907e-05
2014-03-01,4.165712110459907e-05
2014-04-01,2.4996563158685703e-05
2014-05-01,2.4996563158685703e-05
2014-06-01,3.3327223783574667e-05
2014-07-01,2.4996563158685703e-05
2014-08-01,2.4996563158685703e-05
2014-09-01,1.6665139084048874e-05
2014-10-01,1.6665139084048874e-05
2014-11-01,1.6665139084048874e-05
2014-12-01,2.4996563158685703e-05
2015-01-01,2.4996563158685703e-05
2015-02-01,1.6665139084048874e-05
2015-03-01,2.4996563158685703e-05
2015-04-01,1.6665139084048874e-05
2015-05-01,1.6665139084048874e-05
2015-06-01,1.6665139084048874e-05
2015-07-01,2.4996563158685703e-05
2015-08-01,5.831462642125196e-05
2015-09-01,1.6665139084048874e-05
2015-10-01,1.6665139084048874e-05
2015-11-01,9.994504212973432e-05
2015-12-01,0.0001914649144576508
2016-01-01,0.00021640890030050208
2016-02-01,0.0002579670100431031
2016-03-01,0.00024134604527370485
2016-04-01,0.0001914649144576508
2016-05-01,0.00022472204186096967
2016-06-01,0.00022472204186096967
2016-07-01,0.00024965690741618474
2016-08-01,0.00024965690741618474
2016-09-01,0.00024134604527370485
2016-10-01,0.0002745849373302356
2016-11-01,0.00037422877886217343
2016-12-01,0.0004240097874610438
2017-01-01,0.0004240097874610438
2017-02-01,0.00043230397371596396
2017-03-01,0.0006145849741192588
2017-04-01,0.0006642346436225299
2017-05-01,0.000738658376514767
2017-06-01,0.0008130212763268752
2017-07-01,0.0008873234469353175
2017-08-01,0.0008377954090970086
2017-09-01,0.0008543077507923158
2017-10-01,0.0008873234469353175
2017-11-01,0.0010192665680117674
2017-12-01,0.0010934005891671816
2018-01-01,0.0011674742711142994
2018-02-01,0.001299012149938772
2018-03-01,0.0014057468926966799
2018-04-01,0.0014549669057570824
2018-05-01,0.0015369411743291206
2018-06-01,0.001569710227413701
2018-07-01,0.00161884170512816
2018-08-01,0.0016761282769228725
2018-09-01,0.0017579037712718293
2018-10-01,0.001855937535336194
2018-11-01,0.001921234803683225
2018-12-01,0.0019538658918776264
2019-01-01,0.0019538658918776264
2019-02-01,0.001970177053312705
2019-03-01,0.001978331538843303
2019-04-01,0.0019620218377029985
2019-05-01,0.001937551809032545
2019-06-01,0.0017905934192179451
2019-07-01,0.00173337883251512
2019-08-01,0.0016106549662961989
2019-09-01,0.0015615190697231274
2019-10-01,0.001364709877352599
2019-11-01,0.0012743632726075482
2019-12-01,0.0012743632726075482
2020-01-01,0.0012579269787644787
2020-02-01,0.0012579269787644787
2020-03-01,0.00024134604527370485
2020-04-01,0.00011659187244639213
2020-05-01,0.00010826883828274347
2020-06-01,0.0001332356553898073
2020-07-01,0.00010826883828274347
2020-08-01,8.329516327321151e-05
2020-09-01,9.162048384192545e-05
2020-10-01,8.329516327321151e-05
2020-11-01,7.496908027748717e-05
2020-12-01,7.496908027748717e-05
2021-01-01,6.66422347088691e-05
2021-02-01,3.3327223783574667e-05
2021-03-01,2.4996563158685703e-05
2021-04-01,1.6665139084048874e-05
2021-05-01,1.6665139084048874e-05
2021-06-01,3.3327223783574667e-05
2021-07-01,4.165712110459907e-05
2021-08-01,4.165712110459907e-05
2021-09-01,3.3327223783574667e-05
2021-10-01,4.165712110459907e-05
2021-11-01,4.165712110459907e-05
2021-12-01,4.99862552685304e-05
2022-01-01,0.00012491414476678564
2022-02-01,0.0002745849373302356
2022-03-01,0.0003659292942366221
2022-04-01,0.0006311378751067132
2022-05-01,0.0008130212763268752
2022-06-01,0.0012332669717645128
2022-07-01,0.0018396059010297172
2022-08-01,0.002165683518015493
2022-09-01,0.0025716462189622202
2022-10-01,0.0030483680766628662
2022-11-01,0.0033942459274463044
2022-12-01,0.003474495003497502
2023-01-01,0.003706818930553135
2023-02-01,0.0037947872834442897
2023-03-01,0.003826754761650397
2023-04-01,0.004010350772625237
2023-05-01,0.004185619455328249
2023-06-01,0.004201536297631092
2023-07-01,0.004273127766158069
2023-08-01,0.004312876559829704
2023-09-01,0.0043287712331259165
2023-10-01,0.004344663139834726
2023-11-01,0.0042890293603305985
2023-12-01,0.0042651759303415915
2024-01-01,0.004249270180617826
2024-02-01,0.0042651759303415915
2024-03-01,0.0042651759303415915
2024-04-01,0.0042651759303415915
2024-05-01,0.004273127766158069
2024-06-01,0.0042651759303415915
2024-07-01,0.0042333616592649115
2024-08-01,0.004113959301397019
2024-09-01,0.003850723023570035
2024-10-01,0.0036828128357737633
2024-11-01,0.0036107566318024364
2024-12-01,0.0034905363507502507
